luca_dataset_id,title,collection_id,collection_url,cell_count,disease_labels,tissue_labels,assay_labels,h5ad_url,h5ad_filesize_gb,citation
232f6a5a-a04c-4758-a6e8-88ab2e3a6e69,The single-cell lung cancer atlas (LuCA) -- core atlas,edb893ee-4066-4128-9aec-5eb2b03f8287,https://cellxgene.cziscience.com/collections/edb893ee-4066-4128-9aec-5eb2b03f8287,892296,chronic obstructive pulmonary disease;lung adenocarcinoma;non-small cell lung carcinoma;normal;squamous cell lung carcinoma,adrenal tissue;brain;liver;lung;lymph node;pleural effusion,10x 3' v1;10x 3' v2;10x 3' v3;10x 5' v1;BD Rhapsody Whole Transcriptome Analysis;Drop-seq;GEXSCOPE technology;Smart-seq2;inDrop,https://datasets.cellxgene.cziscience.com/46e0287b-9a33-4e83-99f3-8c044131bfdc.h5ad,12.897,Publication: https://doi.org/10.1016/j.ccell.2022.10.008 Dataset Version: https://datasets.cellxgene.cziscience.com/46e0287b-9a33-4e83-99f3-8c044131bfdc.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/edb893ee-4066-4128-9aec-5eb2b03f8287
1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1,The single-cell lung cancer atlas (LuCA) -- extended atlas,edb893ee-4066-4128-9aec-5eb2b03f8287,https://cellxgene.cziscience.com/collections/edb893ee-4066-4128-9aec-5eb2b03f8287,1283972,chronic obstructive pulmonary disease;lung adenocarcinoma;non-small cell lung carcinoma;normal;squamous cell lung carcinoma,adrenal tissue;brain;liver;lung;lymph node;pleural effusion,10x 3' v1;10x 3' v2;10x 3' v3;10x 5' v1;BD Rhapsody Whole Transcriptome Analysis;Drop-seq;GEXSCOPE technology;Smart-seq2;inDrop,https://datasets.cellxgene.cziscience.com/33165751-ae33-4a65-94ee-52d9bc38f97e.h5ad,17.617,Publication: https://doi.org/10.1016/j.ccell.2022.10.008 Dataset Version: https://datasets.cellxgene.cziscience.com/33165751-ae33-4a65-94ee-52d9bc38f97e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/edb893ee-4066-4128-9aec-5eb2b03f8287
