dataset_id,sample_id,gene_id,expression_zscore
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,3106,-1.0087
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,3553,0.3225
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,3716,0.8331
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,3717,-0.1266
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,3845,-0.4974
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,3902,-0.1824
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,4233,-0.1433
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,4288,1.2064
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,4318,0.2892
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,4609,-0.9252
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,5133,-0.2969
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,567,-0.5972
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,6279,2.9007
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,6280,2.1929
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,6615,0.81
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,6696,0.0347
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,201633,0.3064
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,7153,1.5398
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,7422,-0.7124
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,7431,-0.6953
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,6935,0.0698
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,29126,0.7334
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,1493,-0.0066
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,3576,1.1858
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,1956,0.1471
luad_tcga_pan_can_atlas_2018,TCGA-49-6743-01,4072,0.0274
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,238,-0.1396
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,84868,0.9529
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,3091,-0.0953
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,3105,0.7863
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,3106,0.8332
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,3553,-0.3482
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,3716,0.9987
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,3717,0.606
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,3845,-0.0495
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,3902,0.9313
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,4233,-0.3381
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,4288,-0.2645
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,4318,0.6323
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,4609,-0.2863
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,5133,0.8699
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,567,0.9527
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,6279,1.0207
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,6280,0.6173
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,6615,0.3582
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,6696,0.7622
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,201633,1.2022
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,7153,-0.7547
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,7422,-1.941
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,7431,0.9057
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,6935,0.9454
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,29126,0.0512
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,1493,0.7791
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,3576,-0.1435
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,1956,0.0887
luad_tcga_pan_can_atlas_2018,TCGA-49-6744-01,4072,-0.4909
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,238,0.0625
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,84868,0.8341
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,3091,2.5967
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,3105,0.0315
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,3106,0.3103
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,3553,-0.0935
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,3716,0.8661
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,3717,0.4613
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,3845,3.0261
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,3902,0.2306
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,4233,1.6047
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,4288,1.3043
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,4318,0.1737
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,4609,1.441
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,5133,0.5711
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,567,0.2449
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,6279,0.1473
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,6280,-0.2279
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,6615,0.9537
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,6696,-0.4042
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,201633,0.878
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,7153,0.7128
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,7422,-0.9873
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,7431,0.6931
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,6935,0.5618
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,29126,2.3842
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,1493,0.0665
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,3576,-0.3927
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,1956,0.6501
luad_tcga_pan_can_atlas_2018,TCGA-49-6745-01,4072,-0.0287
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,238,3.0554
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,84868,0.4758
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,3091,1.3739
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,3105,0.7431
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,3106,-0.5432
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,3553,0.39
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,3716,-1.1491
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,3717,-0.4272
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,3845,-0.1658
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,3902,1.4235
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,4233,0.3955
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,4288,0.8247
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,4318,0.5002
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,4609,1.374
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,5133,1.2599
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,567,-0.5696
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,6279,0.462
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,6280,-0.5016
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,6615,1.289
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,6696,-0.9589
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,201633,1.3489
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,7153,-0.1156
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,7422,1.8455
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,7431,0.9111
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,6935,-0.6094
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,29126,1.5178
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,1493,0.3113
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,3576,0.2232
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,1956,1.9506
luad_tcga_pan_can_atlas_2018,TCGA-49-6761-01,4072,-0.0669
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,238,-1.037
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,84868,-0.0358
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,3091,0.9064
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,3105,0.6293
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,3106,0.7096
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,3553,0.0629
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,3716,-0.0753
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,3717,0.2046
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,3845,-0.0043
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,3902,0.7144
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,4233,1.9684
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,4288,1.2991
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,4318,1.5292
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,4609,0.5385
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,5133,0.0703
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,567,-0.0304
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,6279,1.0223
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,6280,0.1991
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,6615,1.6166
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,6696,-1.1398
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,201633,0.5999
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,7153,0.7844
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,7422,-1.2448
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,7431,0.0161
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,6935,-1.5728
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,29126,1.0774
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,1493,0.1413
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,3576,-1.1758
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,1956,0.2091
luad_tcga_pan_can_atlas_2018,TCGA-49-6767-01,4072,0.9602
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,238,0.7909
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,84868,-0.6142
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,3091,0.3893
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,3105,0.6532
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,3106,0.9815
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,3553,-0.8233
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,3716,-0.9009
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,3717,-1.1378
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,3845,-1.4018
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,3902,-0.3296
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,4233,-0.542
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,4288,0.2741
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,4318,1.1158
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,4609,-1.6566
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,5133,0.6213
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,567,0.0635
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,6279,1.7749
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,6280,1.8576
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,6615,0.1452
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,6696,0.1657
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,201633,0.4172
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,7153,-0.1146
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,7422,0.4594
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,7431,-0.0234
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,6935,-1.0277
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,29126,0.2285
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,1493,0.3343
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,3576,0.0507
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,1956,0.3092
luad_tcga_pan_can_atlas_2018,TCGA-49-AAQV-01,4072,-0.0149
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,238,0.998
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,84868,0.2427
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,3091,-1.1078
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,3105,0.5047
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,3106,0.2409
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,3553,0.3696
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,3716,-0.8442
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,3717,-0.8903
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,3845,-2.0813
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,3902,0.3838
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,4233,-0.5782
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,4288,-0.0742
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,4318,0.0719
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,4609,0.7069
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,5133,1.1799
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,567,-0.4279
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,6279,0.4896
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,6280,0.1047
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,6615,0.1624
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,6696,0.7488
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,201633,0.5167
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,7153,-0.3692
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,7422,-0.1205
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,7431,0.5324
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,6935,-0.646
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,29126,-0.7598
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,1493,0.6457
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,3576,-0.4066
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,1956,-1.2357
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR0-01,4072,-0.4915
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,238,-1.0136
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,84868,-0.3729
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,3091,-1.0082
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,3105,1.4824
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,3106,0.813
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,3553,-1.4765
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,3716,-2.2493
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,3717,-2.0029
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,3845,-1.799
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,3902,0.9325
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,4233,-2.199
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,4288,0.463
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,4318,0.1079
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,4609,-0.434
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,5133,0.6077
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,567,0.3039
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,6279,0.0849
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,6280,-1.0658
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,6615,-0.488
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,6696,-0.6102
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,201633,0.1508
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,7153,-0.1016
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,7422,-0.7968
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,7431,-1.0004
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,6935,-1.3065
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,29126,-1.2965
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,1493,0.3261
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,3576,-1.0868
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,1956,-3.2933
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR2-01,4072,1.6353
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,238,-0.0353
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,84868,1.4385
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,3091,-0.382
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,3105,1.6698
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,3106,1.4609
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,3553,-0.0084
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,3716,0.2693
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,3717,0.6399
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,3845,-1.1642
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,3902,2.0032
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,4233,1.3402
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,4288,0.9391
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,4318,1.6063
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,4609,0.1552
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,5133,1.5989
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,567,0.5316
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,6279,0.6416
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,6280,0.5271
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,6615,1.5278
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,6696,-0.6433
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,201633,1.3258
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,7153,0.7744
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,7422,-0.7816
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,7431,1.1921
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,6935,-0.057
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,29126,1.7003
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,1493,1.1009
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,3576,0.7704
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,1956,-0.6014
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR3-01,4072,-0.5297
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,238,-0.0637
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,84868,0.0362
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,3091,-0.5324
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,3105,1.0023
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,3106,0.6403
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,3553,-0.2165
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,3716,0.6263
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,3717,0.16
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,3845,-0.7161
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,3902,1.9754
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,4233,0.3613
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,4288,0.4544
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,4318,0.97
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,4609,-0.2784
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,5133,1.9499
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,567,0.5408
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,6279,-0.4962
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,6280,-0.8934
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,6615,0.5326
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,6696,0.6145
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,201633,1.9594
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,7153,0.2921
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,7422,0.5394
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,7431,0.1974
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,6935,-0.1401
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,29126,0.5345
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,1493,1.1063
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,3576,0.5258
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,1956,-0.8502
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR4-01,4072,0.1142
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,238,-0.5191
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,84868,-1.3763
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,3091,-0.0902
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,3105,0.3075
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,3106,-0.8943
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,3553,-2.1559
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,3716,0.7444
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,3717,-1.1244
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,3845,5.2774
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,3902,0.0942
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,4233,0.7608
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,4288,1.2702
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,4318,1.1035
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,4609,-0.711
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,5133,-0.5906
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,567,-0.1094
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,6279,-2.212
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,6280,-0.8517
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,6615,0.6249
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,6696,1.4597
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,201633,-0.6097
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,7153,0.7947
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,7422,-0.1676
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,7431,-0.8747
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,6935,-0.049
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,29126,-1.2889
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,1493,-1.5447
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,3576,-0.6588
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,1956,-1.367
luad_tcga_pan_can_atlas_2018,TCGA-49-AAR9-01,4072,1.7769
luad_tcga_pan_can_atlas_2018,TCGA-49-AARE-01,238,0.6216
luad_tcga_pan_can_atlas_2018,TCGA-49-AARE-01,84868,-0.451
luad_tcga_pan_can_atlas_2018,TCGA-49-AARE-01,3091,-2.1093
luad_tcga_pan_can_atlas_2018,TCGA-49-AARE-01,3105,-0.8005
luad_tcga_pan_can_atlas_2018,TCGA-49-AARE-01,3106,-0.8348
luad_tcga_pan_can_atlas_2018,TCGA-49-AARE-01,3553,-0.9749
luad_tcga_pan_can_atlas_2018,TCGA-49-AARE-01,3716,-1.7743
luad_tcga_pan_can_atlas_2018,TCGA-49-AARE-01,3717,-0.6377
luad_tcga_pan_can_atlas_2018,TCGA-49-AARE-01,3845,-1.4861
luad_tcga_pan_can_atlas_2018,TCGA-49-AARE-01,3902,0.8085
luad_tcga_pan_can_atlas_2018,TCGA-49-AARE-01,4233,-0.8421
luad_tcga_pan_can_atlas_2018,TCGA-49-AARE-01,4288,0.2488
luad_tcga_pan_can_atlas_2018,TCGA-49-AARE-01,4318,0.9942
luad_tcga_pan_can_atlas_2018,TCGA-49-AARE-01,4609,-0.8029
luad_tcga_pan_can_atlas_2018,TCGA-49-AARE-01,5133,0.2884
luad_tcga_pan_can_atlas_2018,TCGA-49-AARE-01,567,-1.0146
luad_tcga_pan_can_atlas_2018,TCGA-49-AARE-01,6279,2.5003
luad_tcga_pan_can_atlas_2018,TCGA-49-AARE-01,6280,1.6063
luad_tcga_pan_can_atlas_2018,TCGA-49-AARE-01,6615,0.6146
luad_tcga_pan_can_atlas_2018,TCGA-49-AARE-01,6696,1.7587
