dataset_id,sample_id,gene_id,symbol,discrete_cna
luad_tcga_pan_can_atlas_2018,TCGA-69-7979-01,3845,KRAS,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7979-01,3902,LAG3,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-7979-01,4233,MET,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7979-01,4288,MKI67,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-7979-01,4318,MMP9,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7979-01,4609,MYC,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7979-01,5133,PDCD1,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7979-01,567,B2M,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-7979-01,6279,S100A8,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7979-01,6280,S100A9,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7979-01,6615,SNAI1,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7979-01,6696,SPP1,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-7979-01,201633,TIGIT,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-7979-01,7153,TOP2A,0
luad_tcga_pan_can_atlas_2018,TCGA-69-7979-01,7422,VEGFA,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7979-01,7431,VIM,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7979-01,6935,ZEB1,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7979-01,29126,CD274,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7979-01,1493,CTLA4,0
luad_tcga_pan_can_atlas_2018,TCGA-69-7979-01,3576,CXCL8,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-7979-01,1956,EGFR,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7979-01,4072,EPCAM,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,238,ALK,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,84868,HAVCR2,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,3091,HIF1A,0
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,3105,HLA-A,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,3106,HLA-B,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,3553,IL1B,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,3716,JAK1,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,3717,JAK2,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,3845,KRAS,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,3902,LAG3,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,4233,MET,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,4288,MKI67,0
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,4318,MMP9,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,4609,MYC,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,5133,PDCD1,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,567,B2M,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,6279,S100A8,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,6280,S100A9,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,6615,SNAI1,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,6696,SPP1,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,201633,TIGIT,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,7153,TOP2A,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,7422,VEGFA,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,7431,VIM,0
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,6935,ZEB1,0
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,29126,CD274,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,1493,CTLA4,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,3576,CXCL8,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,1956,EGFR,1
luad_tcga_pan_can_atlas_2018,TCGA-69-7980-01,4072,EPCAM,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,238,ALK,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,84868,HAVCR2,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,3091,HIF1A,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,3105,HLA-A,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,3106,HLA-B,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,3553,IL1B,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,3716,JAK1,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,3717,JAK2,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,3845,KRAS,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,3902,LAG3,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,4233,MET,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,4288,MKI67,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,4318,MMP9,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,4609,MYC,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,5133,PDCD1,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,567,B2M,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,6279,S100A8,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,6280,S100A9,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,6615,SNAI1,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,6696,SPP1,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,201633,TIGIT,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,7153,TOP2A,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,7422,VEGFA,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,7431,VIM,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,6935,ZEB1,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,29126,CD274,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,1493,CTLA4,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,3576,CXCL8,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,1956,EGFR,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8253-01,4072,EPCAM,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,238,ALK,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,84868,HAVCR2,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,3091,HIF1A,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,3105,HLA-A,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,3106,HLA-B,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,3553,IL1B,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,3716,JAK1,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,3717,JAK2,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,3845,KRAS,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,3902,LAG3,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,4233,MET,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,4288,MKI67,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,4318,MMP9,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,4609,MYC,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,5133,PDCD1,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,567,B2M,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,6279,S100A8,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,6280,S100A9,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,6615,SNAI1,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,6696,SPP1,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,201633,TIGIT,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,7153,TOP2A,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,7422,VEGFA,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,7431,VIM,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,6935,ZEB1,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,29126,CD274,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,1493,CTLA4,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,3576,CXCL8,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,1956,EGFR,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8254-01,4072,EPCAM,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,238,ALK,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,84868,HAVCR2,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,3091,HIF1A,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,3105,HLA-A,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,3106,HLA-B,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,3553,IL1B,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,3716,JAK1,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,3717,JAK2,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,3845,KRAS,2
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,3902,LAG3,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,4233,MET,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,4288,MKI67,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,4318,MMP9,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,4609,MYC,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,5133,PDCD1,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,567,B2M,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,6279,S100A8,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,6280,S100A9,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,6615,SNAI1,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,6696,SPP1,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,201633,TIGIT,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,7153,TOP2A,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,7422,VEGFA,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,7431,VIM,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,6935,ZEB1,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,29126,CD274,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,1493,CTLA4,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,3576,CXCL8,2
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,1956,EGFR,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8255-01,4072,EPCAM,1
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,238,ALK,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,84868,HAVCR2,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,3091,HIF1A,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,3105,HLA-A,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,3106,HLA-B,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,3553,IL1B,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,3716,JAK1,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,3717,JAK2,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,3845,KRAS,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,3902,LAG3,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,4233,MET,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,4288,MKI67,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,4318,MMP9,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,4609,MYC,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,5133,PDCD1,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,567,B2M,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,6279,S100A8,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,6280,S100A9,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,6615,SNAI1,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,6696,SPP1,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,201633,TIGIT,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,7153,TOP2A,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,7422,VEGFA,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,7431,VIM,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,6935,ZEB1,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,29126,CD274,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,1493,CTLA4,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,3576,CXCL8,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,1956,EGFR,0
luad_tcga_pan_can_atlas_2018,TCGA-69-8453-01,4072,EPCAM,0
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,238,ALK,0
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,84868,HAVCR2,0
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,3091,HIF1A,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,3105,HLA-A,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,3106,HLA-B,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,3553,IL1B,0
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,3716,JAK1,1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,3717,JAK2,1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,3845,KRAS,1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,3902,LAG3,1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,4233,MET,1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,4288,MKI67,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,4318,MMP9,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,4609,MYC,1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,5133,PDCD1,0
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,567,B2M,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,6279,S100A8,1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,6280,S100A9,1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,6615,SNAI1,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,6696,SPP1,1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,201633,TIGIT,1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,7153,TOP2A,2
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,7422,VEGFA,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,7431,VIM,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,6935,ZEB1,-1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,29126,CD274,1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,1493,CTLA4,0
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,3576,CXCL8,1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,1956,EGFR,1
luad_tcga_pan_can_atlas_2018,TCGA-69-A59K-01,4072,EPCAM,0
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,238,ALK,-1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,84868,HAVCR2,-1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,3091,HIF1A,1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,3105,HLA-A,1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,3106,HLA-B,1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,3553,IL1B,-1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,3716,JAK1,1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,3717,JAK2,0
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,3845,KRAS,-1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,3902,LAG3,-1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,4233,MET,1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,4288,MKI67,-1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,4318,MMP9,1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,4609,MYC,1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,5133,PDCD1,-1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,567,B2M,1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,6279,S100A8,1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,6280,S100A9,1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,6615,SNAI1,1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,6696,SPP1,-1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,201633,TIGIT,-1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,7153,TOP2A,1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,7422,VEGFA,1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,7431,VIM,1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,6935,ZEB1,1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,29126,CD274,0
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,1493,CTLA4,-1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,3576,CXCL8,-1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,1956,EGFR,1
luad_tcga_pan_can_atlas_2018,TCGA-71-6725-01,4072,EPCAM,-1
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,238,ALK,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,84868,HAVCR2,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,3091,HIF1A,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,3105,HLA-A,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,3106,HLA-B,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,3553,IL1B,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,3716,JAK1,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,3717,JAK2,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,3845,KRAS,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,3902,LAG3,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,4233,MET,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,4288,MKI67,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,4318,MMP9,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,4609,MYC,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,5133,PDCD1,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,567,B2M,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,6279,S100A8,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,6280,S100A9,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,6615,SNAI1,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,6696,SPP1,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,201633,TIGIT,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,7153,TOP2A,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,7422,VEGFA,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,7431,VIM,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,6935,ZEB1,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,29126,CD274,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,1493,CTLA4,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,3576,CXCL8,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,1956,EGFR,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4658-01,4072,EPCAM,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,238,ALK,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,84868,HAVCR2,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,3091,HIF1A,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,3105,HLA-A,-1
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,3106,HLA-B,-1
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,3553,IL1B,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,3716,JAK1,-1
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,3717,JAK2,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,3845,KRAS,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,3902,LAG3,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,4233,MET,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,4288,MKI67,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,4318,MMP9,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,4609,MYC,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,5133,PDCD1,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,567,B2M,-1
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,6279,S100A8,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,6280,S100A9,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,6615,SNAI1,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,6696,SPP1,-1
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,201633,TIGIT,-1
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,7153,TOP2A,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,7422,VEGFA,-1
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,7431,VIM,-1
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,6935,ZEB1,-1
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,29126,CD274,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,1493,CTLA4,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,3576,CXCL8,-1
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,1956,EGFR,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4659-01,4072,EPCAM,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,238,ALK,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,84868,HAVCR2,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,3091,HIF1A,-1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,3105,HLA-A,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,3106,HLA-B,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,3553,IL1B,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,3716,JAK1,-1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,3717,JAK2,-1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,3845,KRAS,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,3902,LAG3,-1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,4233,MET,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,4288,MKI67,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,4318,MMP9,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,4609,MYC,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,5133,PDCD1,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,567,B2M,-1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,6279,S100A8,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,6280,S100A9,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,6615,SNAI1,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,6696,SPP1,-1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,201633,TIGIT,-1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,7153,TOP2A,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,7422,VEGFA,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,7431,VIM,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,6935,ZEB1,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,29126,CD274,-1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,1493,CTLA4,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,3576,CXCL8,-1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,1956,EGFR,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4662-01,4072,EPCAM,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4666-01,238,ALK,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4666-01,84868,HAVCR2,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4666-01,3091,HIF1A,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4666-01,3105,HLA-A,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4666-01,3106,HLA-B,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4666-01,3553,IL1B,0
luad_tcga_pan_can_atlas_2018,TCGA-73-4666-01,3716,JAK1,-1
luad_tcga_pan_can_atlas_2018,TCGA-73-4666-01,3717,JAK2,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4666-01,3845,KRAS,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4666-01,3902,LAG3,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4666-01,4233,MET,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4666-01,4288,MKI67,-1
luad_tcga_pan_can_atlas_2018,TCGA-73-4666-01,4318,MMP9,1
luad_tcga_pan_can_atlas_2018,TCGA-73-4666-01,4609,MYC,0
