dataset_id,sample_id,gene_id,symbol,discrete_cna
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,3106,HLA-B,2
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,3553,IL1B,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,3716,JAK1,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,3717,JAK2,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,3845,KRAS,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,3902,LAG3,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,4233,MET,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,4288,MKI67,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,4318,MMP9,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,4609,MYC,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,5133,PDCD1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,567,B2M,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,6279,S100A8,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,6280,S100A9,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,6615,SNAI1,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,6696,SPP1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,201633,TIGIT,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,7153,TOP2A,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,7422,VEGFA,2
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,7431,VIM,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,6935,ZEB1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,29126,CD274,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,1493,CTLA4,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,3576,CXCL8,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,1956,EGFR,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8174-01,4072,EPCAM,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,238,ALK,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,84868,HAVCR2,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,3091,HIF1A,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,3105,HLA-A,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,3106,HLA-B,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,3553,IL1B,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,3716,JAK1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,3717,JAK2,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,3845,KRAS,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,3902,LAG3,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,4233,MET,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,4288,MKI67,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,4318,MMP9,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,4609,MYC,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,5133,PDCD1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,567,B2M,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,6279,S100A8,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,6280,S100A9,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,6615,SNAI1,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,6696,SPP1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,201633,TIGIT,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,7153,TOP2A,2
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,7422,VEGFA,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,7431,VIM,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,6935,ZEB1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,29126,CD274,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,1493,CTLA4,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,3576,CXCL8,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,1956,EGFR,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8175-01,4072,EPCAM,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,238,ALK,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,84868,HAVCR2,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,3091,HIF1A,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,3105,HLA-A,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,3106,HLA-B,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,3553,IL1B,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,3716,JAK1,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,3717,JAK2,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,3845,KRAS,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,3902,LAG3,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,4233,MET,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,4288,MKI67,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,4318,MMP9,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,4609,MYC,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,5133,PDCD1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,567,B2M,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,6279,S100A8,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,6280,S100A9,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,6615,SNAI1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,6696,SPP1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,201633,TIGIT,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,7153,TOP2A,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,7422,VEGFA,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,7431,VIM,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,6935,ZEB1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,29126,CD274,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,1493,CTLA4,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,3576,CXCL8,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,1956,EGFR,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8176-01,4072,EPCAM,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,238,ALK,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,84868,HAVCR2,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,3091,HIF1A,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,3105,HLA-A,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,3106,HLA-B,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,3553,IL1B,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,3716,JAK1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,3717,JAK2,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,3845,KRAS,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,3902,LAG3,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,4233,MET,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,4288,MKI67,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,4318,MMP9,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,4609,MYC,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,5133,PDCD1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,567,B2M,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,6279,S100A8,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,6280,S100A9,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,6615,SNAI1,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,6696,SPP1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,201633,TIGIT,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,7153,TOP2A,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,7422,VEGFA,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,7431,VIM,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,6935,ZEB1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,29126,CD274,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,1493,CTLA4,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,3576,CXCL8,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,1956,EGFR,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8177-01,4072,EPCAM,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,238,ALK,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,84868,HAVCR2,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,3091,HIF1A,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,3105,HLA-A,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,3106,HLA-B,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,3553,IL1B,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,3716,JAK1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,3717,JAK2,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,3845,KRAS,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,3902,LAG3,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,4233,MET,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,4288,MKI67,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,4318,MMP9,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,4609,MYC,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,5133,PDCD1,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,567,B2M,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,6279,S100A8,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,6280,S100A9,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,6615,SNAI1,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,6696,SPP1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,201633,TIGIT,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,7153,TOP2A,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,7422,VEGFA,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,7431,VIM,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,6935,ZEB1,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,29126,CD274,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,1493,CTLA4,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,3576,CXCL8,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,1956,EGFR,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8179-01,4072,EPCAM,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,238,ALK,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,84868,HAVCR2,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,3091,HIF1A,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,3105,HLA-A,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,3106,HLA-B,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,3553,IL1B,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,3716,JAK1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,3717,JAK2,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,3845,KRAS,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,3902,LAG3,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,4233,MET,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,4288,MKI67,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,4318,MMP9,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,4609,MYC,2
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,5133,PDCD1,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,567,B2M,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,6279,S100A8,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,6280,S100A9,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,6615,SNAI1,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,6696,SPP1,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,201633,TIGIT,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,7153,TOP2A,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,7422,VEGFA,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,7431,VIM,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,6935,ZEB1,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,29126,CD274,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,1493,CTLA4,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,3576,CXCL8,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,1956,EGFR,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8547-01,4072,EPCAM,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,238,ALK,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,84868,HAVCR2,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,3091,HIF1A,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,3105,HLA-A,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,3106,HLA-B,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,3553,IL1B,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,3716,JAK1,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,3717,JAK2,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,3845,KRAS,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,3902,LAG3,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,4233,MET,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,4288,MKI67,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,4318,MMP9,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,4609,MYC,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,5133,PDCD1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,567,B2M,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,6279,S100A8,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,6280,S100A9,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,6615,SNAI1,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,6696,SPP1,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,201633,TIGIT,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,7153,TOP2A,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,7422,VEGFA,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,7431,VIM,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,6935,ZEB1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,29126,CD274,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,1493,CTLA4,0
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,3576,CXCL8,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,1956,EGFR,1
luad_tcga_pan_can_atlas_2018,TCGA-97-8552-01,4072,EPCAM,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,238,ALK,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,84868,HAVCR2,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,3091,HIF1A,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,3105,HLA-A,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,3106,HLA-B,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,3553,IL1B,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,3716,JAK1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,3717,JAK2,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,3845,KRAS,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,3902,LAG3,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,4233,MET,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,4288,MKI67,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,4318,MMP9,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,4609,MYC,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,5133,PDCD1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,567,B2M,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,6279,S100A8,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,6280,S100A9,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,6615,SNAI1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,6696,SPP1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,201633,TIGIT,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,7153,TOP2A,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,7422,VEGFA,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,7431,VIM,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,6935,ZEB1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,29126,CD274,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,1493,CTLA4,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,3576,CXCL8,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,1956,EGFR,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4LX-01,4072,EPCAM,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,238,ALK,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,84868,HAVCR2,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,3091,HIF1A,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,3105,HLA-A,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,3106,HLA-B,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,3553,IL1B,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,3716,JAK1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,3717,JAK2,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,3845,KRAS,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,3902,LAG3,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,4233,MET,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,4288,MKI67,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,4318,MMP9,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,4609,MYC,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,5133,PDCD1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,567,B2M,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,6279,S100A8,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,6280,S100A9,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,6615,SNAI1,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,6696,SPP1,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,201633,TIGIT,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,7153,TOP2A,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,7422,VEGFA,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,7431,VIM,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,6935,ZEB1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,29126,CD274,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,1493,CTLA4,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,3576,CXCL8,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,1956,EGFR,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M0-01,4072,EPCAM,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,238,ALK,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,84868,HAVCR2,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,3091,HIF1A,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,3105,HLA-A,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,3106,HLA-B,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,3553,IL1B,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,3716,JAK1,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,3717,JAK2,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,3845,KRAS,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,3902,LAG3,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,4233,MET,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,4288,MKI67,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,4318,MMP9,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,4609,MYC,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,5133,PDCD1,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,567,B2M,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,6279,S100A8,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,6280,S100A9,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,6615,SNAI1,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,6696,SPP1,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,201633,TIGIT,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,7153,TOP2A,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,7422,VEGFA,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,7431,VIM,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,6935,ZEB1,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,29126,CD274,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,1493,CTLA4,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,3576,CXCL8,-1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,1956,EGFR,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M1-01,4072,EPCAM,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,238,ALK,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,84868,HAVCR2,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,3091,HIF1A,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,3105,HLA-A,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,3106,HLA-B,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,3553,IL1B,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,3716,JAK1,-2
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,3717,JAK2,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,3845,KRAS,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,3902,LAG3,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,4233,MET,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,4288,MKI67,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,4318,MMP9,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,4609,MYC,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,5133,PDCD1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,567,B2M,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,6279,S100A8,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,6280,S100A9,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,6615,SNAI1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,6696,SPP1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,201633,TIGIT,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,7153,TOP2A,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,7422,VEGFA,1
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,7431,VIM,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,6935,ZEB1,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,29126,CD274,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,1493,CTLA4,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,3576,CXCL8,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,1956,EGFR,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M2-01,4072,EPCAM,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M3-01,238,ALK,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M3-01,84868,HAVCR2,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M3-01,3091,HIF1A,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M3-01,3105,HLA-A,0
luad_tcga_pan_can_atlas_2018,TCGA-97-A4M3-01,3106,HLA-B,0
